n0	rho	mt	ms	pve	Parameter	N	Bias	ModelVar	EmpiricalVar
1000	0	0	0	0.1	b.biv	200	-8.78020104215355e-05	0.00154431222040098	0.00161999766555684
1000	0	0	0	0.1	b.uni	200	-8.7802010421533e-05	0.00154275825747335	0.00161999766555684
1000	0	0	0	0.2	b.biv	200	-0.00414255632965056	0.00158257117180436	0.00189969124804122
1000	0	0	0	0.2	b.uni	200	-0.00414255632965056	0.00158097809155687	0.00189969124804122
1000	0	0	0	0.3	b.biv	200	0.000901890666453519	0.00156665245350252	0.00173135711752595
1000	0	0	0	0.3	b.uni	200	0.00090189066645352	0.00156507637607504	0.00173135711752595
1000	0	0	0	0.4	b.biv	200	0.00661797712613299	0.00152512841901104	0.00158135630396379
1000	0	0	0	0.4	b.uni	200	0.00661797712613299	0.00152359403134944	0.00158135630396379
1000	0	0	0	0.5	b.biv	200	0.000327841113790896	0.00157426909016612	0.00168538606645729
1000	0	0	0	0.5	b.uni	200	0.000327841113790892	0.00157268517154576	0.00168538606645729
1000	0	0	0	0.6	b.biv	200	-0.00445564374064249	0.00157283430739021	0.00170383456834223
1000	0	0	0	0.6	b.uni	200	-0.00445564374064249	0.00157125189394541	0.00170383456834223
1000	0	0	0	0.7	b.biv	200	-0.0040563981287167	0.00159967696198021	0.00171897745601085
1000	0	0	0	0.7	b.uni	200	-0.0040563981287167	0.00159806749572614	0.00171897745601085
1000	0	0	0	0.8	b.biv	200	-7.45348322374798e-05	0.00155161870475976	0.00141189582129177
1000	0	0	0	0.8	b.uni	200	-7.45348322374823e-05	0.00155005706086892	0.00141189582129177
1000	0	0	0	0.9	b.biv	200	0.000271036940825233	0.0015675428766566	0.00170867949015735
1000	0	0	0	0.9	b.uni	200	0.000271036940825232	0.00156596541095975	0.00170867949015735
1000	0	0	0	1	b.biv	200	0.00231282753651708	0.00156707675491219	0.00141822578551104
1000	0	0	0	1	b.uni	200	0.00231282753651707	0.0015655007003265	0.00141822578551104
1000	25	0	0	0.1	b.biv	200	-0.00497566673603216	0.00155393577020483	0.00125858609696247
1000	25	0	0	0.1	b.uni	200	-0.00497566673603216	0.00155246699032432	0.00125858609696247
1000	25	0	0	0.2	b.biv	200	-0.000604103457520099	0.00157469143305698	0.00122787033641081
1000	25	0	0	0.2	b.uni	200	-0.000604103457520101	0.00157321094545864	0.0012278703364108
1000	25	0	0	0.3	b.biv	200	0.0010752763952823	0.00158851036713438	0.0016732996284586
